,Unnamed: 0,Nom de l'établissement,Commune,CP,Région,Département,Categorie_filiere,activite,Cognitif,Physique,Sensoriel
425,425,Zone de loisirs de la Morlière,SIGOURNAIS,85110,Pays de la Loire,Vendée,Loisir,Sortie nature,True,True,False
426,426,Camping de Maubuisson,CARCANS,33121,Nouvelle Aquitaine,Gironde,Hébergement,Camping,True,True,True
427,427,La Ferme Des Renaissances,CHAIGNES,27120,Normandie,Eure,Hébergement,Meublé de tourisme,True,True,True
428,428,Sentier de la Salamandre,VIERZON,18100,Centre - Val de Loire,Cher,Loisir;Visite,Lieu de visite;Loisir éducatif;Sortie nature,True,True,True
429,429,Hôtel restaurant Manoir Dalmore,NEVEZ,29920,Bretagne,Finistère,Hébergement;Information touristique;Restauration,Hôtel;Partenaire de tourisme;Restaurant,True,True,False
430,430,Gite La Charbonnière,PRENOUVELLON,41240,Centre - Val de Loire,Loir-et-Cher,Hébergement,Meublé de tourisme,True,True,True
431,431,Office de Tourisme de Gien,GIEN,45500,Centre - Val de Loire,Loiret,Information touristique,Office de tourisme,True,True,True
432,432,Gîte n°1 Campagne La Palud n°OH340133,GREOUX-LES-BAINS,4800,Provence Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Hébergement,Meublé de tourisme,True,True,False
433,433,Gîte le Marlaya,CHARCHILLA,39260,Bourgogne Franche-Comté,Jura,Hébergement,Meublé de tourisme,True,True,True
434,434,Eglise et Trésor de Prades,PRADES,66500,Occitanie,Pyrénées-Orientales,Visite,Lieu de visite;Visite guidée,True,False,False
435,435,Office de Tourisme d'Anduze,ANDUZE,30140,Occitanie,Gard,Information touristique,Office de tourisme,True,False,False
436,436,Office de Tourisme de Villeneuve lez Avignon,VILLENEUVE-LES-AVIGNON,30400,Occitanie,Gard,Information touristique,Office de tourisme,True,True,True
437,437,Le Salin d'Aigues-Mortes,AIGUES-MORTES,30220,Occitanie,Gard,Loisir,Sortie nature,True,False,False
438,438,F2 Balaruc les Bains,BALARUC-LES-BAINS,34540,Occitanie,Hérault,Hébergement,Meublé de tourisme,True,True,True
439,439,Le Logis d'Azé,AZE,71260,Bourgogne Franche-Comté,Saône-et-Loire,Hébergement,Chambre d'hôtes,True,False,False
440,440,O doux matins,RIVIERE,37500,Centre - Val de Loire,Indre-et-Loire,Hébergement,Chambre d'hôtes,True,True,True
441,441,OFFICE DE TOURISME TOURAINE NATURE (BOURGUEIL),BOURGUEIL,37140,Centre - Val de Loire,Indre-et-Loire,Information touristique,Office de tourisme,True,True,True
442,442,Gite La Renardière,POUZAUGES,85700,Pays de la Loire,Vendée,Hébergement,Meublé de tourisme,True,True,True
443,443,Musée des beaux-arts et d'archéologie,BESANCON,25000,Bourgogne Franche-Comté,Doubs,Loisir;Visite,Lieu de visite;Loisir éducatif;Visite guidée,True,False,False
444,444,Auberge de La Belette,LE MONESTIER,63890,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement;Restauration,"Café, bar, brasserie;Hôtel;Restaurant",True,True,False
445,445,Office Intercommunal de Tourisme et du Thermalisme du Grand Dax,DAX,40100,Nouvelle Aquitaine,Landes,Information touristique,Office de tourisme,True,True,True
446,446,Village de vacances de la CIS Fouras,FOURAS,17450,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hébergement collectif,True,True,True
447,447,Gîte de groupe - La Picolina,CHARENSAT,63640,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Hébergement collectif,True,True,True
448,448,Le Domaine du Croc du Merle,MUIDES-SUR-LOIRE,41500,Centre - Val de Loire,Loir-et-Cher,Visite,Visite d'entreprise,True,False,False
449,449,Office de Tourisme Castres-Mazamet (BIT Castres),CASTRES,81100,Occitanie,Tarn,Information touristique,Office de tourisme,True,False,False
450,450,Mémorial de l'Internement et de la Déportation,COMPIEGNE,60200,Hauts de France,Oise,Visite,Lieu de visite,True,False,False
451,451,Office de tourisme de Grenoble,GRENOBLE,38000,Auvergne Rhône-Alpes,Isère,Information touristique,Office de tourisme,True,True,True
452,452,Fort Saint Elme,COLLIOURE,66190,Occitanie,Pyrénées-Orientales,Loisir;Visite,Etablissement de loisir;Lieu de visite;Loisir éducatif;Visite d'entreprise;Visite guidée,True,False,False
453,453,Musée Auguste Escoffier de l'Art Culinaire,VILLENEUVE-LOUBET,6270,Provence Alpes-Côte d'Azur,Alpes-Maritimes,Visite,Lieu de visite,True,False,False
454,454,GÎTE DE GROUPE VUGNON,BRUGES-CAPBIS-MIFAGET,64800,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Hébergement collectif,True,True,True
455,455,Chambres d'hôtes Ferme de François a Saudron,SAUDRON,52230,Grand Est,Haute-Marne,Hébergement,Chambre d'hôtes,True,True,False
456,456,"Meublé ""Le Moulin""",LA FLOTTE,17630,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
457,457,Office de Tourisme de Juan Les Pins,ANTIBES,6160,Provence Alpes-Côte d'Azur,Alpes-Maritimes,Information touristique,Office de tourisme,True,True,True
458,458,Gite de groupe Le Relais de Flora,SAINT-GERMAIN-LESPINASSE,42640,Auvergne Rhône-Alpes,Loire,Hébergement,Hébergement collectif,True,True,True
459,459,Chambre d'Hôtes La Canadienne,SARREGUEMINES,57200,Grand Est,Moselle,Hébergement,Chambre d'hôtes,True,True,True
460,460,Village de Vacances La Pierre Bleue,SAINT-GILDAS-DE-RHUYS,56730,Bretagne,Morbihan,Hébergement,Village de vacances,True,True,False
461,461,Sentier Secret de Vallee,MONTHAULT,35420,Bretagne,Ille-et-Vilaine,Loisir,Sortie nature,True,True,False
462,462,Chambre d'hôtes Le Jardin Solstice,VAUPILLON,28240,Centre - Val de Loire,Eure-et-Loir,Hébergement,Chambre d'hôtes,True,True,True
463,463,Chambres d'hôtes Le Buisson,MONTLOUIS-SUR-LOIRE,37270,Centre - Val de Loire,Indre-et-Loire,Hébergement,Chambre d'hôtes,True,True,False
464,464,Domaine de la Sauvageonne  Location de Salle,CHATRES-SUR-CHER,41320,Centre - Val de Loire,Loir-et-Cher,Loisir,Etablissement de loisir,True,True,False
465,465,Cave des Producteurs de vin de Montlouis,MONTLOUIS-SUR-LOIRE,37270,Centre - Val de Loire,Indre-et-Loire,Visite,Visite d'entreprise,True,True,False
466,466,EDF - Centre Nucléaire de Production d'Electricité de Belleville-sur-Loire,LERE,18240,Centre - Val de Loire,Cher,Visite,Visite d'entreprise,True,True,True
467,467,Centre de Congrés l'Etoile,GREOUX-LES-BAINS,4800,Provence Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Loisir,Etablissement de loisir,True,False,False
468,468,Théâtre de La Joliette - Minoterie,MARSEILLE,13002,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir,Etablissement de loisir,True,True,False
469,469,Gîtes de la Fuente  Sarl Axe Developpement,LEVENS,6670,Provence Alpes-Côte d'Azur,Alpes-Maritimes,Hébergement,Meublé de tourisme,True,True,False
470,470,Office de Tourisme d'Aubagne,AUBAGNE,13400,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Information touristique,Office de tourisme,True,True,False
471,471,Office de Tourisme de Tarascon,TARASCON,13150,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Information touristique,Office de tourisme,True,True,True
472,472,Plage Miramar,LA LONDE-LES-MAURES,83250,Provence Alpes-Côte d'Azur,Var,Loisir,Sortie nature,True,True,False
473,473,Chambre d'Hôtes de Prat Niau,LASCELLE,15590,Auvergne Rhône-Alpes,Cantal,Hébergement,Chambre d'hôtes,True,False,False
474,474,Aquabulle Titan,BRIOUDE,43100,Auvergne Rhône-Alpes,Haute-Loire,Loisir,Etablissement de loisir,True,True,True
475,475,Auberge de Concasty,BOISSET,15600,Auvergne Rhône-Alpes,Cantal,Hébergement,Hôtel,True,True,False
476,476,Gîte Le Paradis,ORCIVAL,63210,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Meublé de tourisme,True,True,True
477,477,Gîte rural Les Theilles,SAINT-PLAISIR,3160,Auvergne Rhône-Alpes,Allier,Hébergement,Meublé de tourisme,True,True,True
478,478,Gîte le Thiais,CHANTESSE,38470,Auvergne Rhône-Alpes,Isère,Hébergement,Meublé de tourisme,True,True,True
479,479,Auberge de la Mairie,CHAVAROUX,63720,Auvergne Rhône-Alpes,Puy-de-Dôme,Restauration,"Café, bar, brasserie;Restaurant",True,True,True
480,480,Plan d'eau intercommunal,CHAMPDOR,1110,Auvergne Rhône-Alpes,Ain,Loisir,Sortie nature,True,True,True
481,481,Camping de la Roche d'Ully,ORNANS,25290,Bourgogne Franche-Comté,Doubs,Hébergement,Camping,True,True,True
482,482,Office de Tourisme Sud Brionnais,CHAUFFAILLES,71170,Bourgogne Franche-Comté,Saône-et-Loire,Information touristique,Office de tourisme,True,False,False
483,483,Cave des Grands Crus Blanc,VINZELLES,71680,Bourgogne Franche-Comté,Saône-et-Loire,Visite,Visite d'entreprise,True,True,False
484,484,Centre de Vacances Le Chorin,PLAINFAING,88230,Grand Est,Vosges,Hébergement,Hébergement collectif,True,True,True
485,485,IBIS LONGWY MEXY,MEXY,54135,Grand Est,Meurthe-et-Moselle,Hébergement;Restauration,Hôtel;Restaurant,True,False,False
486,486,Médiathèque Jean Falala,REIMS,51100,Grand Est,Marne,Loisir,Loisir éducatif,True,True,True
487,487,Châlet les Bleuets,SAINTE-MARIE-AUX-MINES,68160,Grand Est,Haut-Rhin,Hébergement,Meublé de tourisme,True,True,False
488,488,Gîte Le Poulailler,BOURGHEIM,67140,Grand Est,Bas-Rhin,Hébergement,Meublé de tourisme,True,False,False
489,489,Espace Faune de la Fôret d'Orient,PINEY,10220,Grand Est,Aube,Loisir,Sortie nature,True,True,False
490,490,Chambres d'hôtes Logis de la Tour,AUBETERRE-SUR-DRONNE,16390,Nouvelle Aquitaine,Charente,Hébergement,Chambre d'hôtes,True,False,False
491,491,Chambre d'Hôtes L'Oustalet,ARGELOUSE,40430,Nouvelle Aquitaine,Landes,Hébergement,Chambre d'hôtes,True,True,True
492,492,Piscine de Malbentre,PUJOLS,47300,Nouvelle Aquitaine,Lot-et-Garonne,Loisir,Etablissement de loisir,True,True,True
493,493,Théâtre Quintaou,ANGLET,64600,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Etablissement de loisir,True,True,True
494,494,Aygueblue,SAINT-GEOURS-DE-MAREMNE,40230,Nouvelle Aquitaine,Landes,Loisir,Etablissement de loisir,True,False,False
495,495,Hôtel IBIS STYLE Angoulème Nord,CHAMPNIERS,16430,Nouvelle Aquitaine,Charente,Hébergement,Hôtel,True,True,True
496,496,Hôtel Le Central,SAINT-JEAN-PIED-DE-PORT,64220,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
497,497,Gîte Le Porche,VERRIERES,16130,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,True
498,498,Gîte de Larfeuil,BONNEFOND,19170,Nouvelle Aquitaine,Corrèze,Hébergement,Meublé de tourisme,True,False,False
499,499,Jardin du CROUZET,CENDRIEUX,24380,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
500,500,"Meublé de Tourisme ""Pierre Loti""",SAUJON,17600,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
501,501,Office de Tourisme de Haute Charente,MASSIGNAC,16310,Nouvelle Aquitaine,Charente,Information touristique,Office de tourisme,True,True,False
502,502,Restaurant La Petite Gironde,BORDEAUX,33000,Nouvelle Aquitaine,Gironde,Restauration,Restaurant,True,False,False
503,503,Le Grand Café,BORDEAUX,33000,Nouvelle Aquitaine,Gironde,Restauration,Restaurant,True,False,False
504,504,restaurant La Margelle,L'ISLE-D'ESPAGNAC,16340,Nouvelle Aquitaine,Charente,Restauration,Restaurant,True,True,True
505,505,Base de Loisirs de ROUFFIAC,ANGOISSE,24270,Nouvelle Aquitaine,Dordogne,Loisir,Sortie nature,True,True,True
506,506,Grande Plage - Poste de Secours du Trier,SAINT-GEORGES-DE-DIDONNE,17110,Nouvelle Aquitaine,Charente-Maritime,Loisir,Sortie nature,True,True,False
507,507,CAMPING DOMAINE LE VERNIS,AZILLANET,34210,Occitanie,Hérault,Hébergement,Camping,True,False,False
508,508,CAMPING MUNICIPAL DE LA PLAGE,SAINTE-MARIE,66470,Occitanie,Pyrénées-Orientales,Hébergement;Restauration,"Café, bar, brasserie;Camping;Restaurant",True,True,False
509,509,Chambres d'hôtes La Chazelle,LA CANOURGUE,48500,Occitanie,Lozère,Hébergement,Chambre d'hôtes,True,True,True
510,510,Aeroscopia,BLAGNAC,31700,Occitanie,Haute-Garonne,Visite,Lieu de visite,True,True,True
511,511,Gite Les Coudaissas,LE POUGET,34230,Occitanie,Hérault,Hébergement,Meublé de tourisme,True,True,False
512,512,Gîte La Maison des Vignes,BIZANET,11200,Occitanie,Aude,Hébergement,Meublé de tourisme,True,True,True
513,513,Gîtes Les Galets du Salagou,LIAUSSON,34800,Occitanie,Hérault,Hébergement,Meublé de tourisme,True,True,True
514,514,B.I.T. de MOLITG LES BAINS,MOLITG-LES-BAINS,66500,Occitanie,Pyrénées-Orientales,Information touristique,Office de tourisme,True,False,False
515,515,Office de Tourisme de Port Bacarès,LE BARCARES,66420,Occitanie,Pyrénées-Orientales,Information touristique,Office de tourisme,True,True,True
516,516,LE MAS D'ANTONIN - Boutique de terroir/ATELIER TRUFFE,ARGELIERS,11120,Occitanie,Aude,Visite,Visite guidée,True,True,True
517,517,SENTIER D'INTERPRETATION DU MOUDANG,ARAGNOUET,65170,Occitanie,Hautes-Pyrénées,Loisir,Sortie nature,True,True,True
518,518,Biotopia,NOTRE-DAME-DE-MONTS,85690,Pays de la Loire,Vendée,Visite,Lieu de visite,True,True,True
519,519,Office de Tourisme de la Barre-de-Monts Fromentine,LA BARRE-DE-MONTS,85550,Pays de la Loire,Vendée,Information touristique,Office de tourisme,True,True,True
520,520,Restaurant l'Ecume Gourmande,BOUIN,85230,Pays de la Loire,Vendée,Restauration,Restaurant,True,True,True
521,521,Chambre d'hôtes Les Demoiselles de Picardie,LA NEUVILLE-EN-BEINE,2300,Hauts de France,Aisne,Hébergement,Chambre d'hôtes,True,True,True
522,522,Bateau à passagers Clairmarais III - ISNOR,CLAIRMARAIS,62500,Hauts de France,Pas-de-Calais,Loisir,Etablissement de loisir,True,False,False
523,523,Gïte n°2425 Les Hortensias,LANDAS,59310,Hauts de France,Nord,Hébergement,Meublé de tourisme,True,True,False
524,524,Gîte de la Tourelle,SOUASTRE,62111,Hauts de France,Pas-de-Calais,Hébergement,Meublé de tourisme,True,True,False
525,525,Le 1837 Victor Hugo Restaurant,AULT,80460,Hauts de France,Somme,Restauration,Restaurant,True,True,False
526,526,SNC LES GRANGES DE BOSC GRIMONT,LE BOCASSE,76690,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,True,True
527,527,Gîte de l'Anerie,MARAIS-VERNIER,27680,Normandie,Eure,Hébergement,Meublé de tourisme,True,True,False
528,528,Meublé Vanel,CAGNY,14630,Normandie,Calvados,Hébergement,Meublé de tourisme,True,True,True
529,529,Meublé 14 personnes,ELLON,14250,Normandie,Calvados,Hébergement,Meublé de tourisme,True,True,True
530,530,Office de tourisme Chenonceaux Bléré Val de Cher,CHENONCEAUX,37150,Centre - Val de Loire,Indre-et-Loire,Information touristique,Office de tourisme,True,True,True
531,531,HOTEL LA GARENNE,LABEAUME,7120,Auvergne Rhône-Alpes,Ardèche,Hébergement,Hôtel,True,True,True
532,532,Gite Belledonne de Belledonne 02,LAVAL,38190,Auvergne Rhône-Alpes,Isère,Hébergement,Meublé de tourisme,True,True,False
533,533,THEATRE MUNICIPAL DE COLMAR,COLMAR,68000,Grand Est,Haut-Rhin,Loisir,Etablissement de loisir,True,True,True
534,534,HOTEL LE CHEVAL BLANC,COGNAC,16100,Nouvelle Aquitaine,Charente,Hébergement,Hôtel,True,True,True
535,535,VILLA MIRASOL,MONT-DE-MARSAN,40000,Nouvelle Aquitaine,Landes,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
536,536,HOTEL LES SOURCES DE LA NIVE,ESTERENCUBY,64220,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement;Restauration,Hôtel;Meublé de tourisme;Restaurant,True,True,True
537,537,MEUBLE CHEZ ZELINDE,SAINT-MAURICE-SUR-ADOUR,40270,Nouvelle Aquitaine,Landes,Hébergement,Meublé de tourisme,True,True,True
538,538,OFFICE TOURISME ROCHEFORT OCEAN -FOURAS,FOURAS,17450,Nouvelle Aquitaine,Charente-Maritime,Information touristique,Office de tourisme,True,True,True
539,539,CHÂTEAU CHAMPION,SAINT-EMILION,33330,Nouvelle Aquitaine,Gironde,Information touristique;Visite,Partenaire de tourisme;Visite d'entreprise,True,True,True
540,540,La Tour de l'Horloge,GUINES,62340,Hauts de France,Pas-de-Calais,Visite,Lieu de visite;Visite guidée,True,False,False
541,541,Centre d'Information du Public de la centrale nucléaire de Gravelines,GRAVELINES,59820,Hauts de France,Nord,Visite,Visite d'entreprise,True,True,True
542,542,Espace Culturel Terraqué - Médiathèque,CARNAC,56340,Bretagne,Morbihan,Loisir,Etablissement de loisir,True,True,True
543,543,la Maison du Tourisme de Nogent-le-Roi,NOGENT-LE-ROI,28210,Centre - Val de Loire,Eure-et-Loir,Information touristique,Office de tourisme,True,True,True
544,544,Chambres d'Hôtes La Petite Bonnette,MONTCLAR,4140,Provence Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Hébergement,Chambre d'hôtes,True,True,False
545,545,Musée Ernest Cognacq,SAINT-MARTIN-DE-RE,17410,Nouvelle Aquitaine,Charente-Maritime,Visite,Lieu de visite,True,True,True
546,546,"Meublé ""La Hulotte""",SAINT-AMANT,16190,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
547,547,"Moulin du Treuil ""La Couronne""",NANTEUIL-AURIAC-DE-BOURZAC,24320,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
548,548,Meublé Tilleul,SAINTE-EULALIE-EN-BORN,40200,Nouvelle Aquitaine,Landes,Hébergement,Meublé de tourisme,True,True,True
549,549,Office de Tourisme  de Lescar,LESCAR,64230,Nouvelle Aquitaine,Pyrénées-Atlantiques,Information touristique,Office de tourisme,True,True,True
550,550,Hôtel Holiday Inn Express,AMIENS,80000,Hauts de France,Somme,Hébergement,Hôtel,True,True,True
551,551,Scène de musique actuelle le 106,ROUEN,76000,Normandie,Seine-Maritime,Loisir,Etablissement de loisir,True,True,True
552,552,Hôtel du Casino.,SAINT-VALERY-EN-CAUX,76460,Normandie,Seine-Maritime,Hébergement;Restauration,Hôtel;Restaurant,True,False,False
553,553,Meublé de Tourisme N°2,HAMBYE,50450,Normandie,Manche,Hébergement,Meublé de tourisme,True,False,False
554,554,Le Refuge des P'tits Loups,NOTRE-DAME-DE-BELLECOMBE,73590,Auvergne Rhône-Alpes,Savoie,Hébergement,Meublé de tourisme,True,True,False
555,555,Centre de Vacances Le Pont Du Metty,LA BRESSE,88250,Grand Est,Vosges,Hébergement;Information touristique;Restauration,Hébergement collectif;Partenaire de tourisme;Restaurant,True,True,False
556,556,Distillerie Calvados Drouin,COUDRAY-RABUT,14130,Normandie,Calvados,Visite,Visite d'entreprise,True,False,False
557,557,Gîte le Tonneau,EAUZE,32800,Occitanie,Gers,Hébergement,Meublé de tourisme,True,True,False
558,558,OFFICE DE TOURISME FOIX-ARIEGE-PYRENEES,FOIX,9000,Occitanie,Ariège,Information touristique,Office de tourisme,True,True,True
559,559,barrage du TECH,ARRENS-MARSOUS,65400,Occitanie,Hautes-Pyrénées,Loisir,Sortie nature,True,True,True
560,560,Musée de la Lavande,CABRIERES-D'AVIGNON,84220,Provence Alpes-Côte d'Azur,Vaucluse,Visite,Lieu de visite,True,True,True
561,561,Gite L'Etoile du Glacier - Domaine du Mas d'Oisans,LE BOURG-D'OISANS,38520,Auvergne Rhône-Alpes,Isère,Hébergement,Meublé de tourisme,True,True,True
562,562,Musée Relais du Cheval de Trait Comtois et de la Forêt,LEVIER,25270,Bourgogne Franche-Comté,Doubs,Visite,Lieu de visite,True,True,False
563,563,Restaurant Le Petit Kohlberg,LUCELLE,68480,Grand Est,Haut-Rhin,Restauration,Restaurant,auditif,mental,True
564,564,Musée d'Art Oriental Asiatica,BIARRITZ,64200,Nouvelle Aquitaine,Pyrénées-Atlantiques,Visite,Lieu de visite,True,False,False
565,565,Hôtel Best Western Eurociel,MONTPELLIER,34000,Occitanie,Hérault,Hébergement,Hôtel,True,True,False
566,566,Office de Tourisme d'Octon,OCTON,34800,Occitanie,Hérault,Information touristique,Office de tourisme,True,True,False
567,567,Chambre d'hôte Les Belles Epoques,SAINT-GERMAIN-SUR-MOINE,49230,Pays de la Loire,Maine-et-Loire,Hébergement,Chambre d'hôtes,True,True,False
568,568,"Gîte ""Chez Batistin""",SAINT-OMER,62500,Hauts de France,Pas-de-Calais,Hébergement,Meublé de tourisme,True,False,False
569,569,Chambres d'Hôtes de la Thibouvière,BEAUFAI,61270,Normandie,Orne,Hébergement,Chambre d'hôtes,True,True,True
570,570,Musée - La Cité de la Mer,CHERBOURG-OCTEVILLE,50100,Normandie,Manche,Visite,Lieu de visite,True,True,False
571,571,HOTEL DU NORD ET LA TABLE D ELISA,COMPIEGNE,60200,Hauts de France,Oise,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
572,572,"Gîte ""La poste restante""",CELLE-LEVESCAULT,86600,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,False,False
573,573,"Restaurant ""Au Chapeau Rouge"".",CHINON,37500,Centre - Val de Loire,Indre-et-Loire,Restauration,Restaurant,True,True,True
574,574,Gite d'étape et de séjour Rochemulet,SAINTE-AGATHE,63120,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Meublé de tourisme,True,True,True
575,575,Halte du Moulin Saint Paul,BESANCON,25000,Bourgogne Franche-Comté,Doubs,Information touristique,Partenaire de tourisme,True,False,False
576,576,Hôtel Manexenea,SAINT-ETIENNE-DE-BAIGORRY,64430,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement;Restauration,Hôtel;Restaurant,True,True,False
577,577,Le Village du Falgouët,ANDERNOS-LES-BAINS,33510,Nouvelle Aquitaine,Gironde,Hébergement,Meublé de tourisme,True,True,True
578,578,César Palace Joa,SAINT-PAUL-LES-DAX,40990,Nouvelle Aquitaine,Landes,Loisir;Restauration;Visite,Etablissement de loisir;Parc à thème;Restaurant,True,True,True
579,579,Ponton de Pêche - Mairie d'Orx,ORX,40230,Nouvelle Aquitaine,Landes,Visite,Lieu de visite,True,True,True
580,580,Le Lounge,DAX,40100,Nouvelle Aquitaine,Landes,Restauration,Restaurant,True,True,True
581,581,Chambre d'Hôtes La Maison Jaune,GIVRY,71640,Bourgogne Franche-Comté,Saône-et-Loire,Hébergement,Chambre d'hôtes,True,False,False
582,582,Naphéo,TONNAY-CHARENTE,17430,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Chambre d'hôtes,True,True,False
583,583,Musée et site gallo-romains du Fâ,BARZAN,17120,Nouvelle Aquitaine,Charente-Maritime,Visite,Lieu de visite;Visite guidée,True,True,True
584,584,Chambre d'Hôtes La Fontaine d'Argence,HABERE-POCHE,74420,Auvergne Rhône-Alpes,Haute-Savoie,Hébergement,Chambre d'hôtes,True,True,True
585,585,La Chaudronnerie,LA CIOTAT,13600,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir,Etablissement de loisir,True,True,True
586,586,Office de Tourisme du Maconnais Val de Saône,MACON,71000,Bourgogne Franche-Comté,Saône-et-Loire,Information touristique,Office de tourisme,True,True,False
587,587,Sentier de promenade du Plan d'Eau d'Ailly sur Noye,AILLY-SUR-NOYE,80250,Hauts de France,Somme,Loisir,Sortie nature,True,True,False
588,588,Hôtel SPA Le Connetable,DINAN,22100,Bretagne,Côtes-d'Armor,Hébergement,Hôtel,True,True,True
589,589,Restaurant Les Mouettes,MERS-LES-BAINS,80350,Hauts de France,Somme,Restauration,Restaurant,True,True,True
590,590,Gîte Clévacances n°59M0230 l'Esplanade,GRAVELINES,59820,Hauts de France,Nord,Hébergement,Meublé de tourisme,True,False,False
591,591,Fort de Bellegarde,LE PERTHUS,66480,Occitanie,Pyrénées-Orientales,Visite,Lieu de visite;Visite guidée,True,False,False
592,592,Chambre d'Hôtes- Chambre Bleue - N°1290,ESQUELBECQ,59470,Hauts de France,Nord,Hébergement,Chambre d'hôtes,True,False,False
593,593,auberge de jeunesse de Rochefort,ROCHEFORT,17300,Nouvelle Aquitaine,Charente-Maritime,Hébergement;Restauration,"Café, bar, brasserie;Hébergement collectif;Restaurant",True,True,True
594,594,"Hôtel ""Hôtel de France""",ROCHEFORT,17300,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hôtel,True,True,True
595,595,Gîte Paysan,TOURNON-SAINT-MARTIN,36220,Centre - Val de Loire,Indre,Hébergement,Meublé de tourisme,True,True,True
596,596,"Train Touristique ""Another Paris""",PARIS,75014,Ile-de-France,Paris,Loisir,Etablissement de loisir,True,True,True
597,597,Chambre d'Hôtes Couleurs Jardin,MIREBEL,39570,Bourgogne Franche-Comté,Jura,Hébergement,Chambre d'hôtes,True,True,False
598,598,OFFICE DE TOURISME DE FOUESNANT-LES GLENAN,FOUESNANT,29170,Bretagne,Finistère,Information touristique,Office de tourisme,True,True,True
599,599,PLAGE DE PLOEMEUR,PLOEMEUR,56270,Bretagne,Morbihan,Loisir,Parc de loisir;Sortie nature,True,True,False
600,600,CHATEAU PETIT SONNAILLER,AURONS,13121,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Hébergement;Visite,Chambre d'hôtes;Visite d'entreprise,True,True,True
601,601,Salle Obino,VITROLLES,13127,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Loisir,Etablissement de loisir,True,True,True
602,602,Hotellerie de la Nartelle,SAINTE-MAXIME,83120,Provence Alpes-Côte d'Azur,Var,Hébergement,Hôtel,True,True,False
603,603,MUSEE D'HISTOIRE DE MARSEILLE,MARSEILLE,13001,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Visite,Lieu de visite;Visite guidée,True,True,True
604,604,Maison du Parc Des Ecrins,LA CHAPELLE-EN-VALGAUDEMAR,5800,Provence Alpes-Côte d'Azur,Hautes-Alpes,Visite,Lieu de visite,True,True,True
605,605,Office de Tourisme et des Congrès de Martigues,MARTIGUES,13500,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Information touristique,Office de tourisme,True,False,False
606,606,"Office de Tourisme Serre-Chevalier Vallée, Briançon-Sainte-Catherine",BRIANCON,5100,Provence Alpes-Côte d'Azur,Hautes-Alpes,Information touristique,Office de tourisme,True,True,True
607,607,OFFICE DU TOURISME DE CANNES - SEMEC,CANNES,6400,Provence Alpes-Côte d'Azur,Alpes-Maritimes,Information touristique,Office de tourisme,True,True,True
608,608,Chambre d'hôtes Villa Buizantine,LE BOIS-D'OINGT,69620,Auvergne Rhône-Alpes,Rhône,Hébergement,Chambre d'hôtes,True,True,True
609,609,Chambre d'hôtes Montagny,BISSEY-SOUS-CRUCHAUD,71390,Bourgogne Franche-Comté,Saône-et-Loire,Hébergement,Chambre d'hôtes,True,False,False
610,610,Ethic Etapes Dijon - Centre de rencontres internationales,DIJON,21000,Bourgogne Franche-Comté,Côte-d'Or,Hébergement;Restauration,Hébergement collectif;Restaurant,True,False,False
611,611,Musée Charolais du Machinisme Agricole,NEUVY-GRANDCHAMP,71130,Bourgogne Franche-Comté,Saône-et-Loire,Visite,Lieu de visite,True,True,False
