,Unnamed: 0,Nom de l'établissement,Commune,CP,Région,Département,Categorie_filiere,activite,Cognitif,Physique,Sensoriel
3493,3493,Bureau d'Accueil de Les Portes-en-Ré,LES PORTES-EN-RE,17880,Nouvelle Aquitaine,Charente-Maritime,Information touristique,Office de tourisme,True,False,False
3494,3494,Piscine Garazi,SAINT-JEAN-PIED-DE-PORT,64220,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Piscine,True,True,True
3495,3495,Fleur du Ciel,CHALLANS,85300,Pays de la Loire,Vendée,Hébergement,Meublé de tourisme,True,True,True
3496,3496,Bureau d'Information Touristique de Ouistreham,OUISTREHAM,14150,Normandie,Calvados,Information touristique,Office de tourisme,True,True,True
3497,3497,Camping caravaning de Mâcon,SANCE,71000,Bourgogne Franche-Comté,Saône-et-Loire,Hébergement,Camping,True,True,False
3498,3498,Camping de l'Etang des Forges,BELFORT,90000,Bourgogne Franche-Comté,Territoire de Belfort,Hébergement;Restauration,"Café, bar, brasserie;Camping",True,True,True
3499,3499,Le Funiculaire,LE TREPORT,76470,Normandie,Seine-Maritime,Loisir,Etablissement de loisir,True,True,True
3500,3500,LA GAZETTE,EVREUX,27000,Normandie,Eure,Restauration,Restaurant,True,True,True
3501,3501,Auberge Restaurant Le Puits de Jeanne,PLOUEGAT-MOYSAN,29650,Bretagne,Finistère,Restauration,Restaurant,True,True,True
3502,3502,Restaurant Le Lancelot,CHILLEURS-AUX-BOIS,45170,Centre - Val de Loire,Loiret,Restauration,Restaurant,True,True,True
3503,3503,Plage de la Salis,ANTIBES,6600,Provence Alpes-Côte d'Azur,Alpes-Maritimes,Loisir,Sortie nature,True,True,False
3504,3504,Chambres d'Hôtes Château du Bourg,PERREUX,42120,Auvergne Rhône-Alpes,Loire,Hébergement,Chambre d'hôtes,auditif,mental,False
3505,3505,Studio 2 - Les gîtes des cinq chemins,MAZAYE,63230,Auvergne Rhône-Alpes,Puy-de-Dôme,Hébergement,Meublé de tourisme,True,False,False
3506,3506,"Gite La Cavette - Meublé "" Yan""",SAINT-MAURICE-DE-CAZEVIEILLE,30360,Occitanie,Gard,Hébergement,Meublé de tourisme,True,True,False
3507,3507,Hôtel Akéna City,SAINT-AMAND-LES-EAUX,59230,Hauts de France,Nord,Hébergement,Hôtel,True,False,False
3508,3508,Hôtel Villa Lara,BAYEUX,14400,Normandie,Calvados,Hébergement,Hôtel,True,True,True
3509,3509,Gîte la Charreterie,VASSONVILLE,76890,Normandie,Seine-Maritime,Hébergement,Meublé de tourisme,True,True,False
3510,3510,Château Camus,MONTMARAULT,3390,Auvergne Rhône-Alpes,Allier,Hébergement,Meublé de tourisme,True,False,False
3511,3511,Gîte de chez Fourchaud,MIRAMBEAU,17150,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
3512,3512,La cabane de LENA,ACHEVILLE,62320,Hauts de France,Pas-de-Calais,Hébergement;Information touristique,Meublé de tourisme;Office de tourisme;Partenaire de tourisme,True,True,True
3513,3513,Auberge du Haut Jardin - Restaurant,REHAUPAL,88640,Grand Est,Vosges,Restauration,Restaurant,True,True,True
3514,3514,Association La Pierre Handi Pyrénées,ARETTE,64570,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Sport de nature,True,True,True
3515,3515,Point d'information Tourisme de Pujols,PUJOLS,47300,Nouvelle Aquitaine,Lot-et-Garonne,Information touristique,Office de tourisme,True,True,True
3516,3516,Salle - Hameau de Cruzeau,LESIGNAC-DURAND,16310,Nouvelle Aquitaine,Charente,Loisir,Etablissement de loisir,True,True,False
3517,3517,Meublé Girofle - Hameau de Cruzeau,LESIGNAC-DURAND,16310,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
3518,3518,Meublé Genêt - Hameau de Cruzeau,LESIGNAC-DURAND,16310,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
3519,3519,Musée de l'Horlogerie et du décolletage,CLUSES,74300,Auvergne Rhône-Alpes,Haute-Savoie,Visite,Lieu de visite,True,mental,True
3520,3520,Theatre Liberté,TOULON,83000,Provence Alpes-Côte d'Azur,Var,Loisir,Etablissement de loisir,True,True,True
3521,3521,Hôtel Restaurant L'Etoile,GRANDVILLIERS,60210,Hauts de France,Oise,Hébergement;Restauration,Hôtel;Restaurant,True,False,False
3522,3522,Gîte L'Arbre aux Etoiles,FATOUVILLE-GRESTAIN,27210,Normandie,Eure,Hébergement,Meublé de tourisme,True,False,False
3523,3523,Office de Tourisme et du Thermalisme,LA ROCHE-POSAY,86270,Nouvelle Aquitaine,Vienne,Information touristique,Office de tourisme,True,True,False
3524,3524,"Meublé ""La Grange des Platanes""",SAINT-SORNIN,17600,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,False
3525,3525,Centre équestre des Droops,TOUFFREVILLE-LA-CABLE,76170,Normandie,Seine-Maritime,Loisir,Sport de nature,True,True,False
3526,3526,Meublé de Tourisme - Serpentin,VERRIERES,16130,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,False,False
3527,3527,Fondation François Schneider Centre d'Art Contemporain,WATTWILLER,68700,Grand Est,Haut-Rhin,Visite,Lieu de visite,True,True,False
3528,3528,Camping  Municipal Vitré,VITRE,35500,Bretagne,Ille-et-Vilaine,Hébergement,Camping,True,True,True
3529,3529,ESSCOAT,LANDERNEAU,29800,Bretagne,Finistère,Hébergement;Restauration,"Café, bar, brasserie;Hôtel;Restaurant",True,True,True
3530,3530,Gîte Cap à l'Ouest,LANDEDA,29870,Bretagne,Finistère,Hébergement,Meublé de tourisme,True,True,True
3531,3531,Gîte rural La Grange au Pressoir,SAMBIN,41120,Centre - Val de Loire,Loir-et-Cher,Hébergement,Meublé de tourisme,True,False,False
3532,3532,Point Informations  Haut Berry Val de Loire,BELLEVILLE-SUR-LOIRE,18240,Centre - Val de Loire,Cher,Information touristique,Office de tourisme,True,True,True
3533,3533,Musée Regards de Provence,MARSEILLE,13002,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Visite,Lieu de visite;Visite guidée,True,True,True
3534,3534,Office de Tourisme de la Ciotat,LA CIOTAT,13600,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Information touristique,Office de tourisme,True,True,False
3535,3535,Centre de vacances La Fontaine de l'Ours,AUZET,4140,Provence Alpes-Côte d'Azur,Alpes-de-Haute-Provence,Hébergement,Village de vacances,True,False,False
3536,3536,"Chambres d'hôtes  Lavande, Pois Chiche et Lentilles, Bergerie",BRETTE,26340,Auvergne Rhône-Alpes,Drôme,Hébergement,Chambre d'hôtes,True,True,False
3537,3537,Croques Lunes,CHAMPS-SUR-TARENTAINE-MARCHAL,15270,Auvergne Rhône-Alpes,Cantal,Hébergement,Chambre d'hôtes,True,True,True
3538,3538,PONTON PECHE,CHATEL-GUYON,63140,Auvergne Rhône-Alpes,Puy-de-Dôme,Loisir,Etablissement de loisir,True,True,True
3539,3539,Chalet ANAE,SAINT-SORLIN-D'ARVES,73530,Auvergne Rhône-Alpes,Savoie,Hébergement;Information touristique;Loisir;Restauration,"Café, bar, brasserie;Hébergement collectif;Office de tourisme;Partenaire de tourisme;Restaurant;Sortie nature;Sport de nature;Village de vacances",True,True,True
3540,3540,Gîte de l'Hubac,BARSAC,26150,Auvergne Rhône-Alpes,Drôme,Hébergement,Meublé de tourisme,True,True,True
3541,3541,Gîte Les Cinq Chartreux,MIRIBEL-LES-ECHELLES,38380,Auvergne Rhône-Alpes,Isère,Hébergement,Meublé de tourisme,True,False,False
3542,3542,Bureau de Tourisme de Picherande,PICHERANDE,63113,Auvergne Rhône-Alpes,Puy-de-Dôme,Information touristique,Office de tourisme,True,True,True
3543,3543,Les Cachettes du Dahut,VAUBAN,71800,Bourgogne Franche-Comté,Saône-et-Loire,Hébergement,Chambre d'hôtes,True,True,False
3544,3544,Ferme du Putinat - CH. M. et Mme Crola,MELAY,71340,Bourgogne Franche-Comté,Saône-et-Loire,Hébergement,Chambre d'hôtes,True,True,False
3545,3545,Gîte rural n°1107,PONTOUX,71270,Bourgogne Franche-Comté,Saône-et-Loire,Hébergement,Meublé de tourisme,True,False,False
3546,3546,Hôtel Le Grillon,STRASBOURG,67000,Grand Est,Bas-Rhin,Hébergement,Hôtel,True,True,False
3547,3547,B.G- La Divine Fromagerie,ILLOUD,52150,Grand Est,Haute-Marne,Visite,Lieu de visite,True,True,False
3548,3548,GITE LE PRESSOIR,REBEUVILLE,88300,Grand Est,Vosges,Hébergement,Meublé de tourisme,True,True,False
3549,3549,Restaurant La Maison du Lac,COLOMBEY-LES-BELLES,54170,Grand Est,Meurthe-et-Moselle,Restauration,Restaurant,True,True,True
3550,3550,Centre International de Séjour,FORT-DE-FRANCE,97234,Martinique,Martinique,Restauration,Restaurant,True,True,True
3551,3551,Camping Les Terrasses de Xapitalia,HASPARREN,64240,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Camping,True,True,False
3552,3552,Chambre d'hôtes Lo Rey du Lac,SOORTS-HOSSEGOR,40150,Nouvelle Aquitaine,Landes,Hébergement,Chambre d'hôtes,True,True,False
3553,3553,Centre Sportif Haiz Pean,ANGLET,64600,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Etablissement de loisir,True,True,True
3554,3554,"AU DOMAINE DE MEILHAC, Gîte de la Chênaie",HAUTEFAGE,19400,Nouvelle Aquitaine,Corrèze,Hébergement,Hébergement collectif,True,True,True
3555,3555,Hôtel Atlantic,LA ROCHELLE,17000,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Hôtel,True,True,True
3556,3556,Hôtel Epi d'Or,ANGOULEME,16000,Nouvelle Aquitaine,Charente,Hébergement,Hôtel,True,True,False
3557,3557,Hotel Kyriad,GUERET,23000,Nouvelle Aquitaine,Creuse,Hébergement,Hôtel,True,False,False
3558,3558,Sites Préhistoriques de la Vallée de la Vézère - Gisement Préhistorique de Laugerie Haute,LES EYZIES-DE-TAYAC-SIREUIL,24620,Nouvelle Aquitaine,Dordogne,Visite,Lieu de visite,True,True,True
3559,3559,Les Vignerons d'Uni-Medoc,GAILLAN-EN-MEDOC,33340,Nouvelle Aquitaine,Gironde,Visite,Lieu de visite,True,True,True
3560,3560,Gîte La Pradelle,VARS,16330,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,True
3561,3561,Gîte Robale,ROMAGNE,86700,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,False,False
3562,3562,Gîte du Moulin de Corbon N° 1143,VENDEUVRE-DU-POITOU,86380,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,True,True
3563,3563,Villa les Roses Noires (Ex Meublé Mélonie),SINGLEYRAC,24500,Nouvelle Aquitaine,Dordogne,Hébergement,Meublé de tourisme,True,True,True
3564,3564,Gîte Le Tonnelier,MONFLANQUIN,47150,Nouvelle Aquitaine,Lot-et-Garonne,Hébergement,Meublé de tourisme,True,True,True
3565,3565,La Source de Peyssou,SAINT-AVIT-SENIEUR,24440,Nouvelle Aquitaine,Dordogne,Restauration,Restaurant,True,True,True
3566,3566,Restaurant Racer Diner,BIZANOS,64320,Nouvelle Aquitaine,Pyrénées-Atlantiques,Restauration,Restaurant,True,True,True
3567,3567,Musée Les Abattoirs,TOULOUSE,31300,Occitanie,Haute-Garonne,Visite,Lieu de visite,True,False,False
3568,3568,Restaurant Porto Pollo,SETE,34200,Occitanie,Hérault,Restauration,Restaurant,True,True,True
3569,3569,CREF - Auberge de jeunesse de Laval,LAVAL,53000,Pays de la Loire,Mayenne,Hébergement,Hébergement collectif,True,True,True
3570,3570,Maison du Parc Naturel Régional Marais du Cotentin et de Bessin,SAINT-COME-DU-MONT,50500,Normandie,Manche,Visite,Lieu de visite,True,True,True
3571,3571,Maison Familiale et Rurale - niveau haut,POINTEL,61220,Normandie,Orne,Hébergement,Meublé de tourisme,True,True,True
3572,3572,Gite rural 7 personnes,LANDELLES-ET-COUPIGNY,14380,Normandie,Calvados,Hébergement,Meublé de tourisme,True,True,True
3573,3573,Gîte Les Coquelicots,VERNON,27200,Normandie,Eure,Hébergement,Meublé de tourisme,True,True,True
3574,3574,Centre d'Information du Public EDF de Flamanville,LES PIEUX,50340,Normandie,Manche,Visite,Visite d'entreprise,True,True,True
3575,3575,Fonderie de Cloches Atelier Cornille Havard SARL,VILLEDIEU-LES-POELES,50800,Normandie,Manche,Visite,Visite d'entreprise,True,True,True
3576,3576,Musée des beaux-arts,QUIMPER,29000,Bretagne,Finistère,Visite,Lieu de visite,True,False,False
3577,3577,les gites des coteaux,LA CHAPELLE-AUX-FILTZMEENS,35190,Bretagne,Ille-et-Vilaine,Hébergement,Meublé de tourisme,True,True,False
3578,3578,Camping de Vaubarlet,SAINTE-SIGOLENE,43600,Auvergne Rhône-Alpes,Haute-Loire,Hébergement,Camping,True,True,True
3579,3579,Gîte rural,LEMPDES-SUR-ALLAGNON,43410,Auvergne Rhône-Alpes,Haute-Loire,Hébergement,Meublé de tourisme,True,True,False
3580,3580,CHALET DE LA FONTAINE,SOLLIERES-SARDIERES,73500,Auvergne Rhône-Alpes,Savoie,Hébergement,Meublé de tourisme,True,True,True
3581,3581,La Clef des Champs,TRICHEY,89430,Bourgogne Franche-Comté,Yonne,Hébergement,Meublé de tourisme,True,True,True
3582,3582,PISCINE AQUALIA,COLMAR,68000,Grand Est,Haut-Rhin,Loisir,Piscine,True,True,False
3583,3583,Musee Basque et de l'histoire de Bayonne,BAYONNE,64100,Nouvelle Aquitaine,Pyrénées-Atlantiques,Visite,Lieu de visite,True,True,False
3584,3584,VIGNOBLES GONFRIER -CHATEAU DE MARSAN,LESTIAC-SUR-GARONNE,33550,Nouvelle Aquitaine,Gironde,Visite,Lieu de visite,True,True,True
3585,3585,"Meublé ""La Coti""",SAINT-PIERRE-D'OLERON,17310,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,False
3586,3586,Restaurant côtes et mer,PAU,64000,Nouvelle Aquitaine,Pyrénées-Atlantiques,Restauration,Restaurant,True,True,True
3587,3587,COUETTE ET CAFE,L'AIGUILLON,9300,Occitanie,Ariège,Hébergement,Chambre d'hôtes,True,True,True
3588,3588,SARL DOMPEYRE HABITAT ET LOISIRS,MONTAUBAN,82000,Occitanie,Tarn-et-Garonne,Hébergement,Meublé de tourisme,True,False,False
3589,3589,Chambre et Table d'Hôte Les Hortensias,PEAULE,56130,Bretagne,Morbihan,Hébergement,Chambre d'hôtes,True,True,True
3590,3590,"Gîte ""Les Hortensias""",MELGVEN,29140,Bretagne,Finistère,Hébergement,Meublé de tourisme,True,False,False
3591,3591,Office de Tourisme du Grand Sancerrois,SANCERRE,18300,Centre - Val de Loire,Cher,Information touristique,Office de tourisme,True,True,False
3592,3592,Office de Tourisme de l'Agglomération Montargoise Et rives du loing,MONTARGIS,45200,Centre - Val de Loire,Loiret,Information touristique,Office de tourisme,True,True,True
3593,3593,Ferme pédagogique du Brégalon,ROGNES,13840,Provence Alpes-Côte d'Azur,Bouches-du-Rhône,Visite,Visite d'entreprise,True,True,True
3594,3594,"Gîte Rural ""Coté Forez""",SAINT-MARCELLIN-EN-FOREZ,42680,Auvergne Rhône-Alpes,Loire,Hébergement,Meublé de tourisme,True,True,False
3595,3595,"Gîte ""Chataigne au Cœur""",SILHAC,7240,Auvergne Rhône-Alpes,Ardèche,Hébergement,Meublé de tourisme,True,True,True
3596,3596,Gïte du canal - Gîte de la Broue (n°261),ARCAIS,79210,Nouvelle Aquitaine,Deux-Sèvres,Hébergement,Meublé de tourisme,True,True,True
3597,3597,CHATEAU DE BOSC,DOMAZAN,30390,Occitanie,Gard,Visite,Lieu de visite,True,False,False
3598,3598,Gîte les Moineaux,BUZANCY,2200,Hauts de France,Aisne,Hébergement,Meublé de tourisme,True,False,False
3599,3599,Taverne Sainte Marguerite,COMINES,59560,Hauts de France,Nord,Restauration,Restaurant,True,True,True
3600,3600,"4 chambres d'hôtes "" La Laiterie"" 11 personnes",GROSVILLE,50340,Normandie,Manche,Hébergement,Chambre d'hôtes,True,True,True
3601,3601,Chambres d'hôtes - Les Hostises de Boscherville,SAINT-MARTIN-DE-BOSCHERVILLE,76840,Normandie,Seine-Maritime,Hébergement,Chambre d'hôtes,True,True,True
3602,3602,Espace Georges Déziré - Salle de spectacles,SAINT-ETIENNE-DU-ROUVRAY,76800,Normandie,Seine-Maritime,Loisir,Etablissement de loisir,True,True,False
3603,3603,Gîte les Codrets,BRANSAT,3500,Auvergne Rhône-Alpes,Allier,Hébergement,Meublé de tourisme,True,False,False
3604,3604,Plage sud,RIVEDOUX-PLAGE,17940,Nouvelle Aquitaine,Charente-Maritime,Loisir,Etablissement de loisir,True,True,False
3605,3605,Gîte de Kerrien,COMBRIT,29120,Bretagne,Finistère,Hébergement,Meublé de tourisme,True,True,False
3606,3606,Ibis Styles Toulouse Cité de l'Espace,TOULOUSE,31500,Occitanie,Haute-Garonne,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
3607,3607,Manufacture de grenat Les Joyaux Catalans,PRADES,66500,Occitanie,Pyrénées-Orientales,Visite,Visite d'entreprise;Visite guidée,True,False,False
3608,3608,Office de Tourisme de St Thégonnec,SAINT-THEGONNEC,29410,Bretagne,Finistère,Information touristique,Office de tourisme,True,True,False
3609,3609,GITE PMR,CHOUVIGNY,3450,Auvergne Rhône-Alpes,Allier,Hébergement,Meublé de tourisme,True,True,True
3610,3610,LANG PHILIPPE,LA BRESSE,88250,Grand Est,Vosges,Hébergement;Loisir,Meublé de tourisme;Sortie nature,True,True,False
3611,3611,Le logis d 'Augustin,MONT-DE-MARSAN,40000,Nouvelle Aquitaine,Landes,Hébergement,Chambre d'hôtes,True,True,False
3612,3612,"Meublé ""Le Pin""",CLAM,17500,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,True,True
3613,3613,"Meublé ""Le Châtaignier""",CLAM,17500,Nouvelle Aquitaine,Charente-Maritime,Hébergement,Meublé de tourisme,True,False,False
3614,3614,PISCINE ATHENA MOURENX,MOURENX,64150,Nouvelle Aquitaine,Pyrénées-Atlantiques,Loisir,Piscine,True,True,False
3615,3615,OFFICE DE TOURISME TOURMALET PIC DU MIDI LA MONGIE,BAGNERES-DE-BIGORRE,65200,Occitanie,Hautes-Pyrénées,Information touristique,Office de tourisme,True,True,True
3616,3616,Office de Tourisme de la Ténarèze,MONTREAL,32250,Occitanie,Gers,Information touristique,Office de tourisme,True,True,False
3617,3617,entre terre et Loire,ARTAIX,71110,Bourgogne Franche-Comté,Saône-et-Loire,Hébergement,Chambre d'hôtes,True,True,True
3618,3618,centre de vacances C.M.M.,NOIRMOUTIER-EN-L'ILE,85330,Pays de la Loire,Vendée,Hébergement,Hébergement collectif,True,True,True
3619,3619,Chambres d'Hôtes Les Malvaux,HURIEL,3380,Auvergne Rhône-Alpes,Allier,Hébergement;Information touristique,Chambre d'hôtes;Office de tourisme;Partenaire de tourisme,True,True,True
3620,3620,Centre d'hébergement UCPA,SAINT-CYPRIEN,66750,Occitanie,Pyrénées-Orientales,Hébergement,Hébergement collectif,True,False,False
3621,3621,Musée des Beaux-Arts,CALAIS,62100,Hauts de France,Pas-de-Calais,Visite,Lieu de visite,True,False,False
3622,3622,Hôtel Churchill,BAYEUX,14400,Normandie,Calvados,Hébergement,Hôtel,True,False,False
3623,3623,Office de Tourisme Terres de Loire et Canaux - bureau d'informations touristiques de Bonny-sur-Loire,BONNY-SUR-LOIRE,45420,Centre - Val de Loire,Loiret,Information touristique,Office de tourisme,True,True,True
3624,3624,Gîte Le Cerisier - Mme ZIRGEL,MITTELWIHR,68630,Grand Est,Haut-Rhin,Hébergement,Meublé de tourisme,True,True,True
3625,3625,Camping Les Ormes,LES ORMES,86220,Nouvelle Aquitaine,Vienne,Hébergement,Camping,True,False,False
3626,3626,Hôtel Belle Vue,FOUESNANT,29170,Bretagne,Finistère,Hébergement,Hôtel,True,True,True
3627,3627,Restaurant Belle Vue,FOUESNANT,29170,Bretagne,Finistère,Restauration,Restaurant,True,True,True
3628,3628,Gîte Le Bataclan,BALZAC,16430,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,True
3629,3629,Gîte Les Tournesols,FITILIEU,38490,Auvergne Rhône-Alpes,Isère,Hébergement,Meublé de tourisme,True,True,True
3630,3630,Restaurant Le Pressoir,SAINT-MEARD-DE-GURCON,24610,Nouvelle Aquitaine,Dordogne,Restauration,Restaurant,True,True,True
3631,3631,Hôtel restaurant L'Ayguelade,BIELLE,64260,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement;Restauration,"Café, bar, brasserie;Hôtel;Restaurant",True,True,True
3632,3632,Meublé Méchin,LAGOS,64800,Nouvelle Aquitaine,Pyrénées-Atlantiques,Hébergement,Meublé de tourisme,True,True,True
3633,3633,Entre Deux Mers Tourisme,CREON,33670,Nouvelle Aquitaine,Gironde,Information touristique,Office de tourisme,True,True,True
3634,3634,Hôtel La Marée,RIVEDOUX-PLAGE,17940,Nouvelle Aquitaine,Charente-Maritime,Hébergement;Restauration,Hôtel;Restaurant,True,True,True
3635,3635,Randogite,COULOMBIERS,86600,Nouvelle Aquitaine,Vienne,Hébergement,Meublé de tourisme,True,False,False
3636,3636,La Petite Maison,ROUSSINES,16310,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
3637,3637,Gite du Breuil,AMBERNAC,16490,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
3638,3638,En campagne,SAINT-CHRISTOPHE,16420,Nouvelle Aquitaine,Charente,Hébergement,Meublé de tourisme,True,True,False
3639,3639,Gite de Majubiers,ESPONDEILHAN,34290,Occitanie,Hérault,Hébergement,Meublé de tourisme,True,True,False
3640,3640,Maison du Patrimoine,VALENTINE,31800,Occitanie,Haute-Garonne,Visite,Lieu de visite,True,True,True
3641,3641,Centre d'Interprétation d'Architecture et du Patrimoine,SAINTE-SUZANNE,53270,Pays de la Loire,Mayenne,Visite,Lieu de visite,True,True,True
3642,3642,Gîte languivoa M. Mme Tanneau 29G 21610,PLONEOUR-LANVERN,29720,Bretagne,Finistère,Hébergement,Meublé de tourisme,True,True,True
3643,3643,Camping les coteaux du lac,CHEMILLE-SUR-INDROIS,37460,Centre - Val de Loire,Indre-et-Loire,Hébergement,Camping,True,True,True
